Customer_ID,Gender,SeniorCitizen,Tenure_Months,Plan_Type,Monthly_Charges,Contract,Payment_Method,InternetService,Support_Tickets,Is_Churned
C0815,Female,0,33,Prepaid,419,Month-to-month,Credit Card,Fiber,4,1
C0816,Male,0,55,Prepaid,529,Month-to-month,Debit Card,Fiber,5,1
C0817,Male,0,19,Prepaid,553,Month-to-month,Credit Card,Fiber,0,0
C0818,Male,0,13,Postpaid,1222,1-year,Credit Card,Fiber,3,1
C0819,Female,0,29,Postpaid,1086,1-year,Debit Card,Fiber,1,1
C0820,Male,0,6,Prepaid,447,Month-to-month,Cash,Fiber,6,1
C0821,Male,0,15,Prepaid,256,Month-to-month,UPI,Fiber,4,1
C0822,Female,0,16,Prepaid,260,Month-to-month,UPI,DSL,1,0
C0823,Female,0,24,Postpaid,1272,1-year,Debit Card,DSL,3,1
C0824,Male,0,23,Prepaid,359,Month-to-month,Cash,Fiber,1,0
C0825,Female,0,48,Postpaid,1223,2-year,Cash,Fiber,2,1
C0826,Female,0,10,Prepaid,377,Month-to-month,Credit Card,Fiber,2,0
C0827,Male,0,54,Prepaid,397,Month-to-month,UPI,DSL,5,1
C0828,Female,0,41,Postpaid,1137,2-year,UPI,Fiber,5,1
C0829,Male,0,41,Postpaid,1262,2-year,Cash,Fiber,5,1
C0830,Female,0,49,Postpaid,1254,1-year,Credit Card,Fiber,5,1
C0831,Male,0,17,Prepaid,595,Month-to-month,UPI,DSL,3,0
C0832,Male,0,49,Postpaid,1021,2-year,Cash,DSL,1,1
C0833,Male,0,56,Prepaid,498,Month-to-month,UPI,Fiber,7,1
C0834,Female,0,44,Postpaid,876,1-year,Debit Card,Fiber,5,0
C0835,Male,1,45,Prepaid,279,Month-to-month,Credit Card,DSL,3,0
C0836,Female,0,30,Prepaid,273,Month-to-month,UPI,Fiber,6,1
C0837,Male,1,44,Prepaid,450,Month-to-month,UPI,Fiber,4,1
C0838,Male,0,46,Prepaid,380,Month-to-month,UPI,DSL,5,1
C0839,Female,0,10,Prepaid,371,Month-to-month,Credit Card,Fiber,1,0
C0840,Male,0,55,Postpaid,797,1-year,Credit Card,Fiber,2,0
C0841,Male,1,19,Postpaid,1110,2-year,UPI,Fiber,0,1
C0842,Female,0,29,Postpaid,1074,2-year,Cash,DSL,6,1
C0843,Male,0,2,Prepaid,553,Month-to-month,UPI,Fiber,2,1
C0844,Male,0,36,Prepaid,278,Month-to-month,UPI,DSL,1,0
C0845,Male,0,19,Postpaid,1024,2-year,UPI,Fiber,1,1
C0846,Male,0,7,Prepaid,489,Month-to-month,UPI,DSL,6,1
C0847,Female,0,26,Prepaid,532,Month-to-month,Cash,DSL,1,0
C0848,Female,0,15,Postpaid,1039,1-year,UPI,Fiber,1,1
C0849,Male,0,47,Prepaid,405,Month-to-month,Credit Card,Fiber,5,1
C0850,Female,0,56,Prepaid,386,Month-to-month,Debit Card,DSL,4,1
C0851,Male,0,38,Postpaid,873,1-year,Credit Card,DSL,0,0
C0852,Female,0,3,Prepaid,585,Month-to-month,Credit Card,Fiber,5,1
C0853,Male,1,38,Postpaid,859,2-year,Debit Card,DSL,2,0
C0854,Male,0,16,Prepaid,330,Month-to-month,Debit Card,Fiber,4,1
C0855,Male,0,2,Postpaid,1293,2-year,UPI,Fiber,6,1
C0856,Male,0,31,Prepaid,513,Month-to-month,Credit Card,DSL,3,0
C0857,Male,0,28,Postpaid,1043,1-year,Cash,Fiber,7,1
C0858,Male,0,7,Prepaid,434,Month-to-month,Credit Card,Fiber,1,0
C0859,Female,0,30,Postpaid,1072,1-year,Debit Card,None,6,1
C0860,Male,0,43,Prepaid,435,Month-to-month,Cash,DSL,2,0
C0861,Female,0,58,Prepaid,372,Month-to-month,Debit Card,DSL,3,0
C0862,Male,0,7,Postpaid,754,2-year,UPI,DSL,0,1
C0863,Female,0,36,Prepaid,342,Month-to-month,UPI,DSL,2,0
C0864,Female,0,29,Prepaid,252,Month-to-month,Credit Card,Fiber,6,1
C0865,Female,1,24,Prepaid,251,Month-to-month,UPI,Fiber,4,1
C0866,Male,0,52,Prepaid,554,Month-to-month,Cash,Fiber,5,1
C0867,Male,0,39,Prepaid,397,Month-to-month,Credit Card,Fiber,3,0
C0868,Female,0,4,Prepaid,534,Month-to-month,Credit Card,None,2,1
C0869,Male,0,29,Prepaid,394,Month-to-month,Debit Card,Fiber,5,1
C0870,Female,0,44,Postpaid,1200,2-year,Credit Card,Fiber,5,1
C0871,Male,0,5,Prepaid,511,Month-to-month,Credit Card,DSL,5,1
C0872,Female,0,55,Prepaid,311,Month-to-month,UPI,Fiber,4,1
C0873,Female,0,29,Postpaid,974,1-year,Credit Card,Fiber,1,0
C0874,Male,0,30,Postpaid,1193,2-year,Debit Card,Fiber,2,1
C0875,Female,0,29,Prepaid,439,Month-to-month,Debit Card,DSL,5,1
C0876,Male,0,26,Prepaid,517,Month-to-month,Credit Card,Fiber,1,0
C0877,Female,0,19,Postpaid,762,1-year,UPI,Fiber,5,0
C0878,Female,0,26,Prepaid,440,Month-to-month,Debit Card,Fiber,3,0
C0879,Male,0,37,Prepaid,274,Month-to-month,Cash,Fiber,6,1
C0880,Male,0,27,Prepaid,340,Month-to-month,Credit Card,Fiber,3,0
C0881,Male,0,30,Postpaid,893,1-year,Debit Card,None,3,0
C0882,Female,0,51,Prepaid,581,Month-to-month,Credit Card,Fiber,1,0
C0883,Male,0,53,Postpaid,1158,1-year,Credit Card,Fiber,1,1
C0884,Female,0,30,Postpaid,1000,2-year,Debit Card,None,5,1
C0885,Female,0,3,Prepaid,360,Month-to-month,UPI,DSL,4,1
C0886,Male,1,59,Postpaid,1195,1-year,Credit Card,Fiber,2,1
C0887,Male,0,58,Prepaid,573,Month-to-month,UPI,Fiber,4,1
C0888,Female,0,43,Prepaid,389,Month-to-month,UPI,DSL,6,1
C0889,Female,0,7,Prepaid,463,Month-to-month,Credit Card,Fiber,1,0
C0890,Male,0,49,Prepaid,267,Month-to-month,UPI,Fiber,6,1
C0891,Male,0,57,Prepaid,303,Month-to-month,Credit Card,Fiber,2,0
C0892,Male,1,9,Prepaid,346,Month-to-month,UPI,Fiber,7,1
C0893,Male,1,53,Prepaid,532,Month-to-month,Debit Card,DSL,6,1
C0894,Male,0,41,Prepaid,483,Month-to-month,UPI,Fiber,6,1
C0895,Female,1,42,Prepaid,489,Month-to-month,Debit Card,Fiber,3,0
C0896,Female,1,13,Postpaid,1043,1-year,Credit Card,DSL,4,1
C0897,Female,0,15,Prepaid,593,Month-to-month,Cash,Fiber,6,1
C0898,Female,0,54,Postpaid,1213,1-year,Cash,Fiber,4,1
C0899,Male,0,5,Prepaid,336,Month-to-month,UPI,Fiber,4,1
C0900,Male,0,29,Prepaid,510,Month-to-month,UPI,DSL,1,0
C0901,Male,0,35,Prepaid,485,Month-to-month,Debit Card,Fiber,2,0
C0902,Female,0,27,Prepaid,372,Month-to-month,Credit Card,DSL,7,1
C0903,Female,1,27,Prepaid,303,Month-to-month,UPI,Fiber,3,0
C0904,Male,0,8,Prepaid,465,Month-to-month,UPI,DSL,1,1
C0905,Male,0,32,Postpaid,1011,2-year,Credit Card,DSL,3,1
C0906,Female,0,20,Postpaid,1281,1-year,Cash,DSL,6,1
C0907,Female,1,10,Prepaid,477,Month-to-month,Cash,Fiber,0,0
C0908,Male,1,13,Postpaid,1265,1-year,UPI,Fiber,0,1
C0909,Male,0,29,Prepaid,381,Month-to-month,Credit Card,Fiber,7,1
C0910,Female,0,35,Prepaid,579,Month-to-month,UPI,Fiber,7,1
C0911,Male,0,54,Postpaid,727,2-year,Credit Card,Fiber,3,0
C0912,Male,0,8,Prepaid,417,Month-to-month,Debit Card,Fiber,0,0
C0913,Male,0,29,Prepaid,286,Month-to-month,Debit Card,None,2,0
C0914,Female,0,31,Prepaid,316,Month-to-month,Credit Card,DSL,6,1
C0915,Female,0,41,Prepaid,360,Month-to-month,UPI,Fiber,6,1
C0916,Female,0,30,Prepaid,468,Month-to-month,Credit Card,Fiber,2,0
C0917,Female,0,22,Prepaid,458,Month-to-month,Cash,DSL,6,1
C0918,Female,0,21,Prepaid,336,Month-to-month,UPI,Fiber,1,0
C0919,Female,0,12,Prepaid,552,Month-to-month,UPI,Fiber,3,0
C0920,Female,0,11,Postpaid,1031,1-year,Debit Card,Fiber,6,1
C0921,Male,0,2,Prepaid,262,Month-to-month,Debit Card,Fiber,1,1
C0922,Male,0,50,Postpaid,788,1-year,Cash,DSL,2,0
C0923,Male,0,41,Postpaid,821,1-year,Credit Card,None,7,0
C0924,Male,0,2,Postpaid,732,2-year,Credit Card,Fiber,6,1
C0925,Male,0,34,Postpaid,1097,1-year,Credit Card,Fiber,2,1
C0926,Male,0,3,Prepaid,375,Month-to-month,Cash,Fiber,2,1
C0927,Male,0,16,Prepaid,484,Month-to-month,Debit Card,DSL,7,1
C0928,Female,0,51,Prepaid,387,Month-to-month,Debit Card,DSL,4,1
C0929,Female,1,4,Postpaid,733,1-year,UPI,Fiber,7,1
C0930,Male,0,23,Prepaid,435,Month-to-month,Debit Card,DSL,0,0
C0931,Male,0,57,Prepaid,454,Month-to-month,Credit Card,Fiber,1,0
C0932,Female,1,50,Prepaid,327,Month-to-month,UPI,Fiber,1,0
C0933,Male,0,20,Postpaid,748,1-year,UPI,DSL,6,0
C0934,Male,0,25,Prepaid,352,Month-to-month,Debit Card,Fiber,6,1
C0935,Female,0,30,Prepaid,354,Month-to-month,Credit Card,Fiber,2,0
C0936,Male,0,18,Prepaid,536,Month-to-month,Debit Card,DSL,7,1
C0937,Female,0,42,Postpaid,1289,1-year,Debit Card,Fiber,6,1
C0938,Male,0,11,Prepaid,460,Month-to-month,UPI,Fiber,4,1
C0939,Female,1,29,Prepaid,499,Month-to-month,Debit Card,Fiber,1,0
C0940,Female,1,17,Postpaid,906,2-year,UPI,Fiber,5,0
C0941,Female,0,26,Prepaid,450,Month-to-month,Credit Card,Fiber,1,0
C0942,Male,0,56,Postpaid,1282,2-year,Credit Card,Fiber,4,1
C0943,Female,0,57,Prepaid,549,Month-to-month,Debit Card,DSL,2,0
C0944,Male,1,23,Prepaid,332,Month-to-month,Credit Card,DSL,4,1
C0945,Male,1,56,Postpaid,1009,2-year,Debit Card,Fiber,0,1
C0946,Male,0,52,Postpaid,978,2-year,Debit Card,Fiber,7,0
C0947,Male,0,48,Prepaid,547,Month-to-month,Credit Card,DSL,7,1
C0948,Female,0,20,Prepaid,455,Month-to-month,Credit Card,None,1,0
C0949,Female,0,45,Postpaid,942,2-year,Debit Card,Fiber,0,0
C0950,Male,0,2,Prepaid,553,Month-to-month,UPI,DSL,1,1
C0951,Male,0,24,Postpaid,1091,1-year,Debit Card,Fiber,0,1
C0952,Female,0,31,Postpaid,747,1-year,Debit Card,None,1,0
C0953,Male,0,27,Prepaid,253,Month-to-month,UPI,Fiber,5,1
C0954,Female,0,2,Postpaid,856,2-year,Cash,None,2,1
C0955,Male,1,57,Prepaid,565,Month-to-month,UPI,Fiber,5,1
C0956,Male,0,14,Postpaid,1120,2-year,Cash,None,3,1
C0957,Female,0,4,Prepaid,416,Month-to-month,UPI,Fiber,4,1
C0958,Male,0,49,Postpaid,1228,2-year,Debit Card,Fiber,1,1
C0959,Female,0,13,Postpaid,1287,2-year,Credit Card,DSL,4,1
C0960,Male,0,36,Postpaid,1169,1-year,Debit Card,DSL,1,1
C0961,Male,0,35,Postpaid,953,2-year,UPI,DSL,3,0
C0962,Male,0,44,Prepaid,500,Month-to-month,UPI,Fiber,2,0
C0963,Female,0,54,Prepaid,263,Month-to-month,UPI,DSL,2,0
C0964,Male,0,55,Postpaid,1025,2-year,Debit Card,DSL,4,1
C0965,Male,0,8,Postpaid,1037,2-year,UPI,Fiber,5,1
C0966,Male,0,2,Postpaid,817,1-year,Debit Card,Fiber,3,1
C0967,Male,0,6,Postpaid,864,2-year,Debit Card,DSL,4,0
C0968,Female,0,31,Prepaid,311,Month-to-month,Cash,DSL,2,0
C0969,Female,0,54,Prepaid,532,Month-to-month,UPI,DSL,0,0
C0970,Male,0,10,Prepaid,303,Month-to-month,Debit Card,DSL,4,1
C0971,Female,0,44,Postpaid,1277,2-year,UPI,DSL,1,1
C0972,Male,0,21,Prepaid,261,Month-to-month,Debit Card,DSL,7,1
C0973,Male,0,42,Postpaid,1263,1-year,Debit Card,None,6,1
C0974,Male,0,10,Prepaid,579,Month-to-month,UPI,DSL,2,0
C0975,Female,0,23,Prepaid,393,Month-to-month,UPI,DSL,7,1
C0976,Female,0,3,Prepaid,531,Month-to-month,Credit Card,Fiber,1,1
C0977,Female,1,32,Prepaid,385,Month-to-month,Credit Card,Fiber,7,1
C0978,Female,0,20,Postpaid,866,2-year,Cash,Fiber,3,0
C0979,Female,0,10,Prepaid,470,Month-to-month,Credit Card,DSL,5,1
C0980,Female,0,29,Prepaid,589,Month-to-month,Cash,Fiber,5,1
C0981,Female,0,41,Prepaid,458,Month-to-month,Credit Card,Fiber,2,0
C0982,Female,0,52,Postpaid,801,1-year,Cash,Fiber,2,0
C0983,Female,0,51,Postpaid,1293,1-year,Debit Card,DSL,5,1
C0984,Male,1,46,Prepaid,406,Month-to-month,Debit Card,DSL,4,1
C0985,Female,0,34,Postpaid,1206,2-year,UPI,DSL,6,1
C0986,Female,0,37,Prepaid,266,Month-to-month,Credit Card,Fiber,5,1
C0987,Female,0,20,Prepaid,518,Month-to-month,UPI,Fiber,5,1
C0988,Female,0,8,Postpaid,1080,2-year,UPI,Fiber,4,1
C0989,Female,0,7,Prepaid,468,Month-to-month,Credit Card,Fiber,7,1
C0990,Female,0,6,Postpaid,1196,1-year,Debit Card,DSL,1,1
C0991,Female,0,11,Prepaid,487,Month-to-month,UPI,Fiber,4,1
C0992,Female,0,44,Postpaid,1050,1-year,Credit Card,Fiber,0,1
C0993,Female,1,18,Prepaid,534,Month-to-month,Credit Card,Fiber,2,0
C0994,Female,1,51,Prepaid,286,Month-to-month,UPI,Fiber,5,1
C0995,Female,0,42,Postpaid,982,1-year,Credit Card,Fiber,6,0
C0996,Male,0,57,Prepaid,460,Month-to-month,Debit Card,Fiber,3,0
C0997,Male,1,29,Prepaid,529,Month-to-month,UPI,Fiber,7,1
C0998,Female,1,25,Prepaid,391,Month-to-month,Debit Card,Fiber,2,0
C0999,Female,0,21,Prepaid,488,Month-to-month,Credit Card,Fiber,6,1
C1000,Male,0,46,Prepaid,478,Month-to-month,Debit Card,DSL,5,1
C1001,Female,0,3,Prepaid,382,Month-to-month,UPI,None,1,1
C1002,Male,0,18,Postpaid,1041,2-year,Debit Card,Fiber,5,1
C1003,Male,1,24,Prepaid,302,Month-to-month,UPI,DSL,7,1
C1004,Male,0,47,Postpaid,991,2-year,Credit Card,DSL,6,0
C1005,Male,1,38,Prepaid,347,Month-to-month,UPI,Fiber,4,1
C1006,Male,0,10,Prepaid,344,Month-to-month,Debit Card,Fiber,2,0
C1007,Female,1,27,Prepaid,437,Month-to-month,Debit Card,Fiber,4,1
C1008,Male,0,12,Prepaid,505,Month-to-month,UPI,Fiber,5,1
C1009,Female,0,7,Prepaid,322,Month-to-month,UPI,DSL,1,0
C1010,Female,0,17,Prepaid,531,Month-to-month,UPI,Fiber,6,1
C1011,Male,0,1,Prepaid,267,Month-to-month,UPI,DSL,4,1
C1012,Male,0,58,Prepaid,413,Month-to-month,Credit Card,Fiber,3,0
C1013,Female,1,50,Prepaid,395,Month-to-month,Debit Card,DSL,5,1
C1014,Male,0,26,Prepaid,563,Month-to-month,Cash,DSL,1,0
C1015,Male,1,15,Postpaid,775,1-year,Cash,None,2,0
C1016,Female,1,51,Prepaid,409,Month-to-month,Debit Card,DSL,6,1
C1017,Female,0,60,Prepaid,598,Month-to-month,UPI,Fiber,7,1
C1018,Male,0,33,Prepaid,298,Month-to-month,Credit Card,DSL,2,0
C1019,Female,0,37,Prepaid,425,Month-to-month,Credit Card,Fiber,3,0
C1020,Male,0,47,Prepaid,576,Month-to-month,Credit Card,DSL,0,0
C1021,Male,0,31,Postpaid,824,1-year,Credit Card,Fiber,7,0
C1022,Male,0,35,Postpaid,1218,2-year,Cash,Fiber,4,1
C1023,Female,0,1,Postpaid,722,1-year,Debit Card,DSL,5,1
C1024,Female,0,8,Postpaid,861,1-year,UPI,Fiber,2,0
C1025,Female,0,12,Prepaid,368,Month-to-month,UPI,Fiber,5,1
C1026,Female,0,59,Prepaid,589,Month-to-month,Debit Card,Fiber,3,0
C1027,Female,1,54,Postpaid,1163,2-year,Debit Card,DSL,7,1
C1028,Male,0,57,Prepaid,472,Month-to-month,UPI,DSL,7,1
C1029,Male,1,19,Prepaid,405,Month-to-month,Debit Card,DSL,4,1
C1030,Male,0,25,Postpaid,1008,2-year,Debit Card,DSL,1,1
C1031,Male,0,57,Postpaid,1295,1-year,Credit Card,Fiber,5,1
C1032,Female,0,32,Prepaid,272,Month-to-month,UPI,Fiber,3,0
C1033,Male,0,12,Prepaid,310,Month-to-month,Debit Card,DSL,6,1
C1034,Female,0,13,Postpaid,1115,1-year,Debit Card,DSL,1,1
C1035,Male,0,28,Postpaid,841,1-year,UPI,Fiber,6,0
C1036,Female,0,1,Postpaid,806,1-year,Debit Card,Fiber,1,1
C1037,Female,0,51,Postpaid,1228,1-year,Debit Card,Fiber,7,1
C1038,Male,0,6,Prepaid,294,Month-to-month,Debit Card,Fiber,7,1
C1039,Male,0,8,Prepaid,428,Month-to-month,UPI,Fiber,1,0
C1040,Male,0,4,Prepaid,312,Month-to-month,Cash,Fiber,4,1
C1041,Male,0,5,Prepaid,278,Month-to-month,UPI,Fiber,0,1
C1042,Female,0,25,Postpaid,1084,1-year,Credit Card,Fiber,5,1
C1043,Male,0,22,Postpaid,752,1-year,Debit Card,DSL,7,0
C1044,Male,0,28,Prepaid,540,Month-to-month,Credit Card,DSL,1,0
C1045,Female,1,39,Prepaid,304,Month-to-month,Credit Card,Fiber,2,0
C1046,Male,0,23,Prepaid,402,Month-to-month,Debit Card,Fiber,7,1
C1047,Male,0,4,Postpaid,712,2-year,Credit Card,None,4,1
C1048,Male,0,52,Prepaid,422,Month-to-month,Credit Card,Fiber,4,1
C1049,Male,0,4,Prepaid,345,Month-to-month,UPI,None,1,1
C1050,Male,0,47,Prepaid,372,Month-to-month,UPI,Fiber,2,0
C1051,Female,0,59,Prepaid,261,Month-to-month,UPI,DSL,3,0
C1052,Male,0,21,Postpaid,986,1-year,Cash,Fiber,4,0
C1053,Male,0,37,Prepaid,595,Month-to-month,Debit Card,Fiber,1,0
C1054,Male,0,56,Prepaid,316,Month-to-month,Cash,None,5,1
C1055,Male,0,41,Prepaid,394,Month-to-month,UPI,None,7,1
C1056,Male,0,2,Prepaid,314,Month-to-month,Debit Card,Fiber,1,1
C1057,Female,0,59,Postpaid,800,1-year,UPI,None,5,0
C1058,Male,0,7,Prepaid,354,Month-to-month,Debit Card,Fiber,5,1
C1059,Female,0,49,Prepaid,430,Month-to-month,Credit Card,DSL,0,0
C1060,Female,0,16,Postpaid,895,2-year,UPI,Fiber,0,0
C1061,Male,0,17,Prepaid,354,Month-to-month,Credit Card,Fiber,6,1
C1062,Male,0,20,Postpaid,1149,1-year,UPI,DSL,7,1
C1063,Male,0,58,Prepaid,277,Month-to-month,Debit Card,Fiber,3,0
C1064,Male,0,23,Prepaid,265,Month-to-month,Debit Card,Fiber,7,1
C1065,Female,0,34,Postpaid,795,2-year,Debit Card,Fiber,3,1
C1066,Male,0,11,Postpaid,960,1-year,Cash,Fiber,5,0
C1067,Male,0,34,Prepaid,547,Month-to-month,Credit Card,DSL,3,0
C1068,Male,0,33,Prepaid,303,Month-to-month,Credit Card,Fiber,6,1
C1069,Male,0,26,Prepaid,537,Month-to-month,Debit Card,DSL,3,0
C1070,Male,1,2,Prepaid,363,Month-to-month,Credit Card,Fiber,7,1
C1071,Male,0,23,Prepaid,287,Month-to-month,UPI,Fiber,1,0
C1072,Female,0,41,Postpaid,1095,1-year,Debit Card,Fiber,1,1
C1073,Female,0,22,Prepaid,415,Month-to-month,UPI,DSL,1,0
C1074,Male,1,58,Prepaid,431,Month-to-month,UPI,Fiber,2,0
C1075,Male,1,34,Prepaid,454,Month-to-month,UPI,Fiber,5,1
C1076,Male,0,60,Prepaid,494,Month-to-month,UPI,Fiber,3,0
C1077,Female,0,15,Postpaid,720,1-year,UPI,DSL,2,0
C1078,Male,0,10,Prepaid,558,Month-to-month,UPI,Fiber,4,1
C1079,Female,0,15,Prepaid,370,Month-to-month,Credit Card,DSL,5,1
C1080,Male,0,42,Postpaid,1165,1-year,UPI,Fiber,6,1
C1081,Male,0,29,Prepaid,459,Month-to-month,UPI,Fiber,4,1
C1082,Male,0,57,Prepaid,559,Month-to-month,Debit Card,Fiber,1,0
C1083,Male,0,23,Prepaid,545,Month-to-month,UPI,Fiber,4,1
C1084,Female,1,59,Postpaid,1203,1-year,UPI,Fiber,1,1
C1085,Female,0,17,Postpaid,725,1-year,Credit Card,None,6,0
C1086,Male,0,60,Prepaid,363,Month-to-month,UPI,Fiber,5,1
C1087,Male,0,9,Prepaid,469,Month-to-month,UPI,Fiber,5,1
C1088,Female,0,50,Postpaid,1171,2-year,Credit Card,Fiber,6,1
C1089,Female,0,36,Prepaid,467,Month-to-month,Debit Card,Fiber,6,1
C1090,Female,0,9,Prepaid,486,Month-to-month,Credit Card,Fiber,7,1
C1091,Female,1,16,Postpaid,1042,1-year,Cash,DSL,3,1
C1092,Male,0,36,Prepaid,343,Month-to-month,Credit Card,Fiber,2,0
C1093,Female,0,48,Prepaid,502,Month-to-month,Credit Card,DSL,1,0
C1094,Male,0,51,Postpaid,893,2-year,UPI,Fiber,0,0
C1095,Female,0,33,Prepaid,507,Month-to-month,Debit Card,Fiber,6,1
C1096,Female,0,55,Prepaid,596,Month-to-month,UPI,Fiber,0,0
C1097,Female,0,31,Prepaid,489,Month-to-month,Credit Card,Fiber,7,1
C1098,Female,0,6,Prepaid,564,Month-to-month,Credit Card,Fiber,3,0
C1099,Female,0,10,Prepaid,463,Month-to-month,Debit Card,Fiber,6,1
C1100,Male,0,16,Prepaid,347,Month-to-month,Cash,Fiber,2,0
C1101,Male,0,4,Postpaid,714,2-year,Cash,DSL,1,1
C1102,Female,0,54,Postpaid,1017,2-year,UPI,Fiber,7,1
C1103,Female,0,22,Prepaid,265,Month-to-month,UPI,DSL,3,0
C1104,Male,0,13,Postpaid,716,1-year,Debit Card,Fiber,2,0
C1105,Female,0,16,Postpaid,1233,2-year,Credit Card,DSL,0,1
C1106,Female,0,52,Postpaid,780,2-year,Credit Card,Fiber,1,1
C1107,Male,0,29,Prepaid,291,Month-to-month,Debit Card,Fiber,2,0
C1108,Female,0,6,Postpaid,707,2-year,Credit Card,None,4,0
C1109,Female,1,26,Prepaid,577,Month-to-month,Cash,Fiber,1,0
C1110,Male,1,11,Prepaid,414,Month-to-month,Credit Card,Fiber,4,1
C1111,Male,0,24,Prepaid,365,Month-to-month,Credit Card,Fiber,5,1
C1112,Male,0,29,Postpaid,1121,2-year,Credit Card,Fiber,5,1
C1113,Female,0,3,Prepaid,255,Month-to-month,Debit Card,None,5,1
C1114,Male,0,52,Prepaid,281,Month-to-month,Credit Card,DSL,3,0
C1115,Male,0,10,Postpaid,1266,2-year,Credit Card,DSL,2,1
C1116,Male,0,60,Postpaid,1182,2-year,Cash,None,7,1
C1117,Male,0,1,Postpaid,1024,1-year,Credit Card,Fiber,7,1
C1118,Male,0,52,Prepaid,426,Month-to-month,Credit Card,Fiber,5,1
C1119,Male,0,43,Prepaid,426,Month-to-month,Debit Card,DSL,6,1
C1120,Female,0,26,Postpaid,726,2-year,Debit Card,Fiber,2,0
C1121,Female,0,58,Prepaid,326,Month-to-month,UPI,Fiber,2,0
C1122,Male,0,12,Postpaid,761,1-year,Credit Card,Fiber,2,0
C1123,Male,0,14,Prepaid,440,Month-to-month,Debit Card,DSL,1,0
C1124,Male,1,25,Postpaid,985,1-year,Credit Card,Fiber,6,0
C1125,Female,0,8,Prepaid,334,Month-to-month,Debit Card,DSL,4,1
C1126,Female,0,43,Prepaid,511,Month-to-month,Credit Card,Fiber,4,1
C1127,Female,0,4,Postpaid,765,1-year,Cash,Fiber,3,1
C1128,Female,1,28,Prepaid,296,Month-to-month,UPI,DSL,5,1
C1129,Female,0,7,Prepaid,590,Month-to-month,UPI,None,3,0
C1130,Female,0,10,Postpaid,928,1-year,Credit Card,Fiber,7,0
C1131,Female,0,51,Prepaid,473,Month-to-month,Credit Card,Fiber,2,0
C1132,Female,0,57,Prepaid,528,Month-to-month,UPI,Fiber,0,0
C1133,Female,0,58,Prepaid,252,Month-to-month,UPI,DSL,0,0
C1134,Male,0,36,Prepaid,378,Month-to-month,Debit Card,Fiber,6,1
C1135,Male,0,2,Prepaid,572,Month-to-month,Credit Card,Fiber,2,1
C1136,Male,0,26,Postpaid,1203,2-year,Credit Card,DSL,5,1
C1137,Male,1,53,Postpaid,910,2-year,Debit Card,Fiber,4,1
C1138,Female,0,50,Prepaid,576,Month-to-month,Debit Card,Fiber,3,0
C1139,Female,0,14,Prepaid,380,Month-to-month,Credit Card,DSL,7,1
C1140,Male,0,58,Postpaid,1217,2-year,Credit Card,DSL,1,1
C1141,Female,0,16,Postpaid,947,2-year,Credit Card,DSL,0,0
C1142,Male,1,54,Prepaid,572,Month-to-month,Debit Card,Fiber,6,1
C1143,Female,0,43,Postpaid,762,1-year,Debit Card,DSL,3,0
C1144,Male,0,42,Postpaid,1091,2-year,UPI,DSL,0,1
C1145,Female,0,17,Prepaid,315,Month-to-month,UPI,Fiber,4,1
C1146,Female,0,46,Prepaid,455,Month-to-month,UPI,DSL,4,1
C1147,Male,0,22,Prepaid,350,Month-to-month,Credit Card,Fiber,2,0
C1148,Female,0,4,Postpaid,737,1-year,Credit Card,DSL,7,1
C1149,Male,0,19,Postpaid,1007,1-year,Debit Card,DSL,2,1
C1150,Male,1,2,Postpaid,752,1-year,UPI,DSL,0,1
C1151,Male,0,39,Prepaid,315,Month-to-month,Debit Card,Fiber,0,0
C1152,Male,0,9,Postpaid,1160,2-year,Cash,DSL,3,1
C1153,Female,0,60,Postpaid,1185,2-year,Debit Card,Fiber,7,1
C1154,Female,0,19,Postpaid,836,1-year,UPI,DSL,2,0
C1155,Female,0,16,Prepaid,451,Month-to-month,Credit Card,DSL,6,1
C1156,Male,0,54,Postpaid,955,1-year,Credit Card,Fiber,6,0
C1157,Female,0,25,Prepaid,474,Month-to-month,Debit Card,Fiber,4,1
C1158,Male,0,48,Postpaid,736,1-year,Credit Card,DSL,7,0
C1159,Female,0,18,Postpaid,846,2-year,Credit Card,Fiber,5,0
C1160,Female,1,23,Prepaid,338,Month-to-month,Credit Card,DSL,3,0
C1161,Female,0,53,Postpaid,950,1-year,Credit Card,Fiber,7,1
C1162,Male,0,21,Prepaid,438,Month-to-month,Debit Card,DSL,3,0
C1163,Female,0,11,Postpaid,1146,2-year,UPI,Fiber,1,1
C1164,Female,0,39,Prepaid,295,Month-to-month,Credit Card,Fiber,6,1
C1165,Male,0,41,Postpaid,1138,1-year,UPI,None,5,1
C1166,Female,0,4,Postpaid,958,2-year,UPI,DSL,7,1
C1167,Male,0,25,Prepaid,354,Month-to-month,Debit Card,Fiber,7,1
C1168,Female,0,32,Prepaid,586,Month-to-month,UPI,None,4,1
C1169,Male,0,30,Prepaid,263,Month-to-month,UPI,Fiber,3,0
C1170,Male,0,45,Prepaid,550,Month-to-month,Debit Card,DSL,5,1
C1171,Female,0,59,Prepaid,326,Month-to-month,Debit Card,Fiber,1,0
C1172,Male,0,26,Postpaid,863,1-year,UPI,Fiber,5,0
C1173,Male,0,57,Postpaid,1034,1-year,Credit Card,Fiber,2,1
C1174,Male,0,36,Postpaid,1014,1-year,UPI,Fiber,4,1
